OBJECT_TYPE,GRID,TAGS,TEXTURE_RECT,RCI,SOUND_TIMER,SOUND_DURATION,TEXTURE_PATH
2,-7/-3/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.047688,13.041104,resource/tile/Buildings.png
3,-7/4/,3/4/,50/300/50/150/,0/15/2/220/,65.450661,65.447998,resource/tile/Buildings.png
2,-7/-4/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.050753,13.041104,resource/tile/Buildings.png
1,-7/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-7/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-7/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,-7/-24/,4/,0/150/50/150/,0/0/10/300/,6.888414,6.888000,resource/tile/Buildings.png
1,-8/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-8/-4/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.065634,13.041104,resource/tile/Buildings.png
2,-8/-1/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.042469,13.041104,resource/tile/Buildings.png
1,-8/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-8/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-8/-3/,2/,50/0/48/150/,10/0/0/150/,13.121736,13.041104,resource/tile/Buildings.png
2,-8/-26/,2/,0/0/50/150/,3/0/0/30/,13.048369,13.041104,resource/tile/Buildings.png
1,8/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,8/5/,3/4/,50/300/50/150/,0/15/2/220/,65.451851,65.447998,resource/tile/Buildings.png
1,8/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,8/4/,3/4/,50/300/50/150/,0/15/2/220/,65.450203,65.447998,resource/tile/Buildings.png
3,8/3/,3/4/,50/300/50/150/,0/15/2/220/,65.459969,65.447998,resource/tile/Buildings.png
3,8/2/,3/4/,50/300/50/150/,0/15/2/220/,65.450386,65.447998,resource/tile/Buildings.png
1,8/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,8/14/,2/4/,50/150/50/150/,2/0/30/1000/,6.889107,6.888000,resource/tile/Buildings.png
1,8/-36/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,8/7/,3/4/,50/300/50/150/,0/15/2/220/,65.453957,65.447998,resource/tile/Buildings.png
2,8/9/,2/,50/0/48/150/,10/0/0/150/,13.046693,13.041104,resource/tile/Buildings.png
2,8/15/,2/,50/0/48/150/,10/0/0/150/,13.047000,13.041104,resource/tile/Buildings.png
3,8/12/,3/4/,50/300/50/150/,0/15/2/220/,65.448563,65.447998,resource/tile/Buildings.png
3,8/11/,3/4/,50/300/50/150/,0/15/2/220/,65.463295,65.447998,resource/tile/Buildings.png
3,8/10/,3/4/,50/300/50/150/,0/15/2/220/,65.455246,65.447998,resource/tile/Buildings.png
4,8/0/,2/3/4/,100/150/50/150/,1/1/50/10000/,6.890815,6.888000,resource/tile/Buildings.png
4,8/-1/,2/3/4/,100/150/50/150/,1/1/50/10000/,6.889843,6.888000,resource/tile/Buildings.png
1,8/-24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-38/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,8/-4/,3/4/,50/300/50/150/,0/15/2/220/,65.448624,65.447998,resource/tile/Buildings.png
3,8/-3/,3/4/,50/300/50/150/,0/15/2/220/,65.456055,65.447998,resource/tile/Buildings.png
1,9/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,9/5/,3/4/,50/300/50/150/,0/15/2/220/,42.082886,65.447998,resource/tile/Buildings.png
3,9/2/,3/4/,50/300/50/150/,0/15/2/220/,42.645000,65.447998,resource/tile/Buildings.png
3,9/3/,3/4/,50/300/50/150/,0/15/2/220/,31.517727,65.447998,resource/tile/Buildings.png
1,9/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,9/4/,3/4/,50/300/50/150/,0/15/2/220/,43.700401,65.447998,resource/tile/Buildings.png
1,9/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,9/14/,2/4/,50/150/50/150/,2/0/30/1000/,6.891350,6.888000,resource/tile/Buildings.png
3,9/7/,3/4/,50/300/50/150/,0/15/2/220/,43.272038,65.447998,resource/tile/Buildings.png
4,9/15/,2/4/,50/150/50/150/,2/0/30/1000/,6.888858,6.888000,resource/tile/Buildings.png
3,9/9/,3/4/,50/300/50/150/,0/15/2/220/,65.448013,65.447998,resource/tile/Buildings.png
3,9/10/,3/4/,50/300/50/150/,0/15/2/220/,65.452278,65.447998,resource/tile/Buildings.png
3,9/11/,3/4/,50/300/50/150/,0/15/2/220/,65.450661,65.447998,resource/tile/Buildings.png
3,9/12/,3/4/,50/300/50/150/,0/15/2/220/,65.448204,65.447998,resource/tile/Buildings.png
4,9/0/,2/3/4/,100/150/50/150/,1/1/50/10000/,6.893142,6.888000,resource/tile/Buildings.png
4,9/-1/,2/3/4/,100/150/50/150/,1/1/50/10000/,2.895730,6.888000,resource/tile/Buildings.png
1,9/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,9/-38/,2/,50/0/48/150/,10/0/0/150/,12.391761,13.041104,resource/tile/Buildings.png
1,9/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,9/-4/,3/4/,50/300/50/150/,0/15/2/220/,65.458702,65.447998,resource/tile/Buildings.png
3,9/-3/,3/4/,50/300/50/150/,0/15/2/220/,65.458290,65.447998,resource/tile/Buildings.png
1,10/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,10/14/,2/4/,50/150/50/150/,2/0/30/1000/,6.888689,6.888000,resource/tile/Buildings.png
4,10/15/,2/4/,50/150/50/150/,2/0/30/1000/,6.893085,6.888000,resource/tile/Buildings.png
1,10/-26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,10/-38/,2/,50/0/48/150/,10/0/0/150/,13.048518,13.041104,resource/tile/Buildings.png
1,11/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,11/14/,2/4/,50/150/50/150/,2/0/30/1000/,6.888903,6.888000,resource/tile/Buildings.png
4,11/15/,2/4/,50/150/50/150/,2/0/30/1000/,6.893679,6.888000,resource/tile/Buildings.png
4,11/9/,4/,0/150/50/150/,0/0/10/300/,6.893699,6.888000,resource/tile/Buildings.png
1,11/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,11/4/,4/,0/150/50/150/,0/0/10/300/,6.890622,6.888000,resource/tile/Buildings.png
1,11/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,11/-38/,2/,50/0/48/150/,10/0/0/150/,13.047523,13.041104,resource/tile/Buildings.png
1,11/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,11/5/,4/,0/150/50/150/,0/0/10/300/,6.890695,6.888000,resource/tile/Buildings.png
1,11/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,11/0/,4/,0/150/50/150/,0/0/10/300/,0.009967,0.000000,resource/tile/Buildings.png
1,12/-42/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-43/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-44/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-36/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-38/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,12/-32/,4/,0/150/50/150/,0/0/10/300/,6.892082,6.888000,resource/tile/Buildings.png
1,12/-40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-41/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,13/-36/,2/,0/0/50/150/,3/0/0/30/,13.045121,13.041104,resource/tile/Buildings.png
2,13/-37/,2/,0/0/50/150/,3/0/0/30/,13.044330,13.041104,resource/tile/Buildings.png
2,13/-38/,2/,0/0/50/150/,3/0/0/30/,13.041356,13.041104,resource/tile/Buildings.png
2,13/-39/,2/,0/0/50/150/,3/0/0/30/,13.042767,13.041104,resource/tile/Buildings.png
3,13/-34/,3/4/,0/300/50/150/,0/3/1/50/,65.449944,65.447998,resource/tile/Buildings.png
3,13/-33/,3/4/,0/300/50/150/,0/3/1/50/,65.456627,65.447998,resource/tile/Buildings.png
1,13/-31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,13/-32/,4/,0/150/50/150/,0/0/10/300/,6.890691,6.888000,resource/tile/Buildings.png
1,13/-40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-44/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-45/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,13/-1/,2/,0/0/50/150/,3/0/0/30/,0.997752,13.041104,resource/tile/Buildings.png
1,14/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,14/-36/,2/,0/0/50/150/,3/0/0/30/,13.042395,13.041104,resource/tile/Buildings.png
2,14/-37/,2/,0/0/50/150/,3/0/0/30/,13.041217,13.041104,resource/tile/Buildings.png
2,14/-38/,2/,0/0/50/150/,3/0/0/30/,13.045611,13.041104,resource/tile/Buildings.png
2,14/-39/,2/,0/0/50/150/,3/0/0/30/,13.041172,13.041104,resource/tile/Buildings.png
3,14/-34/,3/4/,0/300/50/150/,0/3/1/50/,65.453835,65.447998,resource/tile/Buildings.png
3,14/-33/,3/4/,0/300/50/150/,0/3/1/50/,65.454155,65.447998,resource/tile/Buildings.png
1,14/-31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,14/-32/,4/,0/150/50/150/,0/0/10/300/,6.899761,6.888000,resource/tile/Buildings.png
1,14/-40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,14/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,14/2/,2/,0/0/50/150/,3/0/0/30/,13.047420,13.041104,resource/tile/Buildings.png
2,14/3/,2/,0/0/50/150/,3/0/0/30/,13.042953,13.041104,resource/tile/Buildings.png
2,14/-1/,2/,0/0/50/150/,3/0/0/30/,13.051914,13.041104,resource/tile/Buildings.png
1,-9/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-9/-1/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.051491,13.041104,resource/tile/Buildings.png
3,-9/-4/,3/4/,50/300/50/150/,0/15/2/220/,65.458504,65.447998,resource/tile/Buildings.png
1,-9/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/-26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-9/-3/,2/,50/0/48/150/,10/0/0/150/,13.046335,13.041104,resource/tile/Buildings.png
1,-10/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-10/-25/,2/,0/0/50/150/,3/0/0/30/,0.006506,0.000000,resource/tile/Buildings.png
2,-10/-27/,2/,0/0/50/150/,3/0/0/30/,0.010225,0.000000,resource/tile/Buildings.png
1,-11/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-11/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,-11/-2/,3/4/,50/300/50/150/,0/15/2/220/,65.453979,65.447998,resource/tile/Buildings.png
3,-11/-4/,3/4/,50/300/50/150/,0/15/2/220/,65.454765,65.447998,resource/tile/Buildings.png
3,-11/-1/,3/4/,50/300/50/150/,0/15/2/220/,65.462326,65.447998,resource/tile/Buildings.png
3,-11/-3/,3/4/,50/300/50/150/,0/15/2/220/,65.454124,65.447998,resource/tile/Buildings.png
2,-11/-26/,2/,0/0/50/150/,3/0/0/30/,0.006445,0.000000,resource/tile/Buildings.png
1,-12/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-12/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-12/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-12/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-12/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-13/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-13/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-13/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-13/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-13/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-14/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-15/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-15/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-15/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-15/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-15/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-15/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-16/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-16/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-16/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-16/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-16/26/,2/,0/0/50/150/,3/0/0/30/,13.041935,13.041104,resource/tile/Buildings.png
1,-16/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-16/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-16/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-17/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-17/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-17/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-17/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-17/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-17/25/,2/,0/0/50/150/,3/0/0/30/,13.073058,13.041104,resource/tile/Buildings.png
1,-17/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-18/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-19/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-19/34/,2/,0/0/50/150/,3/0/0/30/,13.041521,13.041104,resource/tile/Buildings.png
1,-19/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-19/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-19/27/,2/,0/0/50/150/,3/0/0/30/,13.044026,13.041104,resource/tile/Buildings.png
2,-19/19/,2/,0/0/50/150/,3/0/0/30/,13.055313,13.041104,resource/tile/Buildings.png
1,-19/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-19/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-19/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-19/-21/,2/,0/0/50/150/,3/0/0/30/,0.006408,0.000000,resource/tile/Buildings.png
1,-20/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-20/31/,2/,0/0/50/150/,3/0/0/30/,13.041266,13.041104,resource/tile/Buildings.png
1,-20/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-20/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-21/34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-21/35/,2/,0/0/50/150/,3/0/0/30/,13.045747,13.041104,resource/tile/Buildings.png
1,-21/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,-21/27/,3/4/,0/300/50/150/,0/3/1/50/,65.456993,65.447998,resource/tile/Buildings.png
1,-21/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-21/-20/,2/,0/0/50/150/,3/0/0/30/,0.006262,0.000000,resource/tile/Buildings.png
1,-22/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-22/34/,2/,0/0/50/150/,3/0/0/30/,13.046869,13.041104,resource/tile/Buildings.png
4,-22/29/,4/,0/150/50/150/,0/0/10/300/,6.892569,6.888000,resource/tile/Buildings.png
