OBJECT_TYPE,POSITION_X,POSITION_Y,HOME/WORK/SHOP_GRID,PATH_TO_WORK_PLACE,IS_CITIZEN/IS_MOVING,FIND_TIMER,FIND_INTERVAL,PATIENCE,STATUS,LIFE_TIEMR,LIFE_INTERVAL,SPEED,WALK_PATH,NEXT/START/DEST/PRE_GRID,TAGS,SHOP_TIMER,SHOP_INTERVAL,SHOP_NEED,MONEY,MAXPATIENCE
6,-75.000000,-175.000000,-2/-3/-2/-4/N/N/,-2/-3/-1/-3/-1/-4/-2/-4/,8,2.518480,7.928246,7,2,9.968512,11.135506,91.823715,N,-2/-4/-2/-4/-2/-4/,N,62.096172,82.756699,0,28,7
6,125.000000,525.000000,-8/5/2/10/N/N/,-8/5/-7/5/-7/4/-6/4/-5/4/-4/4/-4/3/-3/3/-2/3/-1/3/-1/4/-1/5/-1/6/-1/7/-1/8/-1/9/-1/10/-1/11/0/11/1/11/2/11/2/10/,8,4.283184,6.791870,6,2,1.571424,3.008893,88.497635,N,2/10/2/10/2/10/,N,51.895790,79.571220,0,711,6
6,-75.000000,275.000000,-2/5/-2/5/N/N/,-2/5/,8,12.459488,18.316422,6,2,3.407376,3.496800,76.169228,N,-2/5/-2/5/-2/5/,N,25.915936,82.179131,0,1938,6
6,-175.000000,175.000000,-8/5/2/10/N/N/,-8/5/-7/5/-7/4/-6/4/-5/4/-4/4/-4/3/-3/3/-2/3/-1/3/-1/4/-1/5/-1/6/-1/7/-1/8/-1/9/-1/10/-1/11/0/11/1/11/2/11/2/10/,8,8.199984,9.713822,6,5,0.000000,4.337058,72.621277,-3/3/-2/3/-1/3/-1/4/-1/5/-1/6/-1/7/-1/8/-1/9/-1/10/-1/11/0/11/1/11/2/11/2/10/,-3/3/2/10/-4/3/,N,38.730843,55.692158,0,556,6
6,-425.000000,75.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,15.152161,16.126598,9,2,7.336016,8.094521,66.704346,N,-9/1/-9/1/-9/1/,N,31.368046,32.664680,1,34,9
6,975.000000,-475.000000,-8/5/19/-21/N/N/,-8/5/-7/5/-7/4/-6/4/-5/4/-4/4/-4/3/-3/3/-2/3/-1/3/-1/2/-1/1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/11/-1/11/-2/11/-3/11/-4/12/-4/13/-4/14/-4/14/-5/15/-5/16/-5/17/-5/18/-5/18/-6/18/-7/18/-8/19/-8/19/-9/19/-10/19/-11/19/-12/19/-13/18/-13/18/-14/18/-15/18/-16/18/-17/18/-18/18/-19/18/-20/18/-21/19/-21/,8,0.799088,20.467499,4,5,0.000000,8.939547,54.464325,19/-9/19/-8/18/-8/18/-7/18/-6/18/-5/17/-5/16/-5/15/-5/14/-5/14/-4/13/-4/12/-4/11/-4/11/-3/11/-2/11/-1/11/0/10/0/9/0/8/0/7/0/6/0/5/0/4/0/3/0/2/0/1/0/0/0/-1/0/-1/1/-1/2/-1/3/-2/3/-3/3/-4/3/-4/4/-5/4/-6/4/-7/4/-7/5/-8/5/,19/-9/-8/5/19/-10/,N,22.508560,33.545486,0,46,6
6,75.000000,-425.000000,5/-11/8/-7/1/-9/,5/-11/6/-11/6/-10/6/-9/7/-9/7/-8/8/-8/8/-7/,8,11.620672,14.444826,9,3,6.601728,7.939060,98.906693,N,1/-9/1/-9/1/-9/,N,14.315935,32.010571,0,221,9
6,225.000000,25.000000,-14/-7/6/-1/N/N/,-14/-7/-13/-7/-13/-6/-13/-5/-13/-4/-13/-3/-13/-2/-13/-1/-12/-1/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/6/-1/,8,8.991344,14.900106,9,5,0.000000,5.663255,59.324802,3/0/2/0/1/0/0/0/-1/0/-2/0/-3/0/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-12/0/-12/-1/-13/-1/-13/-2/-13/-3/-13/-4/-13/-5/-13/-6/-13/-7/-14/-7/,3/0/-14/-7/4/0/,N,13.301840,65.062469,0,1854,9
6,-375.000000,125.000000,-7/1/-8/2/N/N/,-7/1/-7/0/-8/0/-9/0/-10/0/-11/0/-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-8/2/,8,0.799088,11.418194,4,2,2.518480,11.919771,91.905281,N,-8/2/-8/2/-8/2/,N,9.120207,42.448048,1,41,5
6,-75.000000,-125.000000,-2/-3/-2/-4/-2/1/,-2/-3/-1/-3/-1/-4/-2/-4/,8,0.799088,10.806025,9,5,0.000000,5.476070,52.026314,-1/-3/-1/-2/-1/-1/-1/0/-2/0/-2/1/,-1/-3/-2/1/-2/-3/,N,0.000000,23.519764,1,21,9
6,-1575.000000,125.000000,-46/1/16/-23/-32/2/,-46/1/-46/2/-45/2/-44/2/-43/2/-42/2/-41/2/-40/2/-39/2/-39/3/-38/3/-37/3/-36/3/-35/3/-34/3/-33/3/-32/3/-31/3/-30/3/-29/3/-28/3/-27/3/-26/3/-25/3/-24/3/-23/3/-22/3/-21/3/-20/3/-19/3/-18/3/-17/3/-16/3/-15/3/-14/3/-13/3/-13/2/-12/2/-12/1/-12/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-11/-9/-11/-10/-11/-11/-12/-11/-12/-12/-12/-13/-12/-14/-11/-14/-11/-15/-10/-15/-10/-16/-10/-17/-9/-17/-9/-18/-8/-18/-8/-19/-7/-19/-6/-19/-6/-20/-5/-20/-5/-21/-4/-21/-4/-22/-3/-22/-2/-22/-1/-22/-1/-23/-1/-24/0/-24/1/-24/2/-24/3/-24/4/-24/5/-24/6/-24/7/-24/8/-24/9/-24/10/-24/11/-24/12/-24/13/-24/14/-24/15/-24/16/-24/16/-23/,8,7.336016,12.550097,7,3,3.407376,5.712329,74.429214,N,-32/2/-32/2/-32/2/,N,18.562096,39.349808,0,2,7
6,325.000000,-525.000000,5/-14/8/-7/N/N/,5/-14/5/-13/5/-12/6/-12/6/-11/6/-10/6/-9/7/-9/7/-8/8/-8/8/-7/,8,4.283184,6.742163,9,5,0.000000,3.806669,95.754166,6/-10/6/-9/7/-9/7/-8/8/-8/8/-7/,6/-10/8/-7/6/-11/,N,31.171261,46.381763,0,1368,9
6,-25.000000,-575.000000,-3/-13/-3/-17/0/-11/,-3/-13/-2/-13/-1/-13/-1/-14/-1/-15/-1/-16/-2/-16/-3/-16/-3/-17/,8,3.407376,18.863089,5,5,0.000000,6.692992,99.288895,-1/-11/0/-11/,-1/-11/0/-11/-1/-12/,N,3.407376,51.511875,1,56,5
6,-275.000000,-925.000000,16/-23/16/-23/N/N/,16/-23/,8,1.571424,19.638790,10,5,0.000000,11.382601,94.899872,-6/-20/-5/-20/-5/-21/-4/-21/-4/-22/-3/-22/-2/-22/-1/-22/-1/-23/-1/-24/0/-24/1/-24/2/-24/3/-24/4/-24/5/-24/6/-24/7/-24/8/-24/9/-24/10/-24/11/-24/12/-24/13/-24/14/-24/15/-24/16/-24/16/-23/,-6/-20/16/-23/-6/-19/,N,40.442009,60.483795,0,44,10
6,-625.000000,25.000000,-13/0/6/-1/N/N/,-13/0/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/6/-1/,8,13.301840,17.419136,10,1,5.092416,5.413726,78.642731,N,-13/0/-13/0/-13/0/,N,0.000000,16.667900,1,8,10
6,-75.000000,-175.000000,-2/-4/-2/-4/N/N/,-2/-4/,8,5.092416,16.675806,5,1,2.518480,9.761196,56.149368,N,-2/-4/-2/-4/-2/-4/,N,0.000000,61.713829,1,43,5
6,325.000000,325.000000,4/10/4/10/6/6/,4/10/,8,11.620672,15.965386,7,3,0.000000,10.488703,75.001831,N,6/6/6/6/6/6/,N,10.724512,52.657143,0,21,7
6,525.000000,-225.000000,7/-11/10/-5/N/N/,7/-11/7/-10/7/-9/7/-8/8/-8/9/-8/10/-8/10/-7/10/-6/10/-5/,8,9.968512,18.089815,7,2,0.799088,7.277176,99.523895,N,10/-5/10/-5/10/-5/,N,2.370512,39.812401,1,1265,7
6,-25.000000,-425.000000,-7/1/0/-5/-2/-9/,-7/1/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/-1/-1/-1/-2/-1/-3/-1/-4/-1/-5/0/-5/,8,8.199984,14.067580,5,5,0.000000,9.574471,74.456787,-2/-9/,-2/-9/-2/-9/-1/-9/,N,5.092416,57.106922,1,116,5
6,-75.000000,-325.000000,-2/-7/0/-7/-2/-9/,-2/-7/-1/-7/0/-7/,8,0.000000,6.214676,6,5,0.000000,8.732955,70.344933,-1/-7/-1/-8/-1/-9/-2/-9/,-1/-7/-2/-9/-2/-7/,N,0.799088,58.735691,1,1260,6
6,-75.000000,475.000000,0/5/-2/9/N/N/,0/5/0/6/-1/6/-1/7/-1/8/-1/9/-2/9/,8,2.518480,21.706463,9,2,8.199984,10.473042,85.352676,N,-2/9/-2/9/-2/9/,N,55.835499,74.050972,0,64,9
6,175.000000,25.000000,-3/1/3/-1/N/N/,-3/1/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/3/-1/,8,3.407376,21.157154,5,5,0.000000,3.856817,76.454819,3/-1/,3/-1/3/-1/3/0/,N,27.236767,52.354958,0,2917,5
6,-425.000000,175.000000,-8/1/-6/2/N/N/,-8/1/-8/0/-9/0/-10/0/-11/0/-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-7/3/-6/3/-6/2/,8,12.459488,22.093914,4,5,0.000000,9.749893,73.287071,-10/3/-11/3/-11/2/-11/1/-11/0/-10/0/-9/0/-8/0/-8/1/,-10/3/-8/1/-9/3/,N,10.443583,34.754280,1,31,5
6,25.000000,-325.000000,-3/-13/0/-7/N/N/,-3/-13/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/0/-7/,8,16.931520,20.625174,6,2,1.571424,6.720725,99.958069,N,0/-7/0/-7/0/-7/,N,3.142848,34.333130,1,1381,6
6,-275.000000,-25.000000,-6/-1/6/-1/N/N/,-6/-1/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/6/-1/,8,0.799088,14.877214,7,1,8.199984,11.555167,59.930908,N,-6/-1/-6/-1/-6/-1/,N,36.720989,65.147354,0,1348,7
6,-525.000000,-75.000000,-6/1/-10/-2/N/N/,-6/1/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-10/-2/,8,2.518480,7.840391,5,5,0.000000,8.044133,99.686523,-11/-1/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-6/1/,-11/-1/-6/1/-11/-2/,N,15.152161,51.654053,0,621,5
6,-25.000000,-825.000000,-3/-13/-1/-17/N/N/,-3/-13/-2/-13/-1/-13/-1/-14/-1/-15/-1/-16/-1/-17/,8,0.799088,7.775297,8,2,3.407376,6.011436,89.809113,N,-1/-17/-1/-17/-1/-17/,N,33.712269,71.621864,0,136,8
6,-375.000000,275.000000,-8/5/8/-1/N/N/,-8/5/-7/5/-7/4/-6/4/-5/4/-4/4/-4/3/-3/3/-2/3/-1/3/-1/2/-1/1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/8/-1/,8,15.152161,23.451704,5,1,0.000000,11.382619,83.421997,N,-8/5/-8/5/-8/5/,N,32.927887,79.872559,0,769,5
6,-375.000000,75.000000,-8/1/-12/-8/N/N/,-8/1/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-12/-8/,8,12.459488,23.231983,6,1,5.092416,5.864579,86.090614,N,-8/1/-8/1/-8/1/,N,24.695023,73.912323,0,53,6
6,25.000000,-525.000000,-3/-13/-9/-13/0/-11/,-3/-13/-3/-12/-4/-12/-5/-12/-6/-12/-7/-12/-8/-12/-9/-12/-9/-13/,8,0.000000,9.257215,8,3,6.601728,11.419605,78.592026,N,0/-11/0/-11/0/-11/,N,11.620672,81.732269,0,56,8
6,-325.000000,75.000000,-7/1/0/4/N/N/,-7/1/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/-1/1/-1/2/-1/3/-1/4/0/4/,8,6.601728,23.395258,10,5,0.000000,8.965574,74.808502,-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/-1/1/-1/2/-1/3/-1/4/0/4/,-7/0/0/4/-7/1/,N,34.901501,65.527832,0,6,10
6,-175.000000,75.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,17.741104,19.616800,5,1,5.911536,9.637858,89.130135,N,-4/1/-4/1/-4/1/,N,24.704109,72.886917,1,30,5
6,-75.000000,-175.000000,-7/1/-2/-4/N/N/,-7/1/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/-1/-1/-1/-2/-1/-3/-1/-4/-2/-4/,8,0.000000,9.249137,9,2,3.407376,10.920885,92.454369,N,-2/-4/-2/-4/-2/-4/,N,59.909962,82.330742,1,51,9
6,-225.000000,-25.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,1.571424,22.661779,10,5,0.000000,6.783477,81.598320,-5/0/-4/0/-4/1/,-5/0/-4/1/-5/-1/,N,22.572083,53.997726,1,50,10
6,-225.000000,-25.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,3.407376,9.782239,6,2,2.518480,7.627393,57.585110,N,-5/-1/-5/-1/-5/-1/,N,31.754925,48.741547,0,17,6
6,-175.000000,75.000000,-4/1/-8/-1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-8/-1/,8,4.283184,16.605314,7,1,6.601728,9.813541,67.921310,N,-4/1/-4/1/-4/1/,N,23.001358,54.778625,1,43,8
6,-325.000000,-25.000000,-4/1/-7/-1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-7/-1/,8,1.571424,14.246116,7,2,5.911536,11.236097,62.488438,N,-7/-1/-7/-1/-7/-1/,N,24.473633,62.451977,1,7,7
6,25.000000,-825.000000,1/-16/5/-8/0/-17/,1/-16/0/-16/-1/-16/-1/-15/-1/-14/-1/-13/-1/-12/-1/-11/-1/-10/0/-10/1/-10/2/-10/2/-9/3/-9/4/-9/5/-9/5/-8/,8,11.620672,20.820047,7,3,5.911536,6.984917,85.306885,N,0/-17/0/-17/0/-17/,N,8.199984,19.552427,0,55,7
6,-175.000000,75.000000,-4/1/-7/-1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-7/-1/,8,6.601728,13.839191,9,1,1.571424,5.954661,79.185074,N,-4/1/-4/1/-4/1/,N,0.799088,56.626392,1,37,10
6,-25.000000,-775.000000,1/-16/4/-10/N/N/,1/-16/0/-16/-1/-16/-1/-15/-1/-14/-1/-13/-1/-12/-1/-11/-1/-10/0/-10/1/-10/2/-10/2/-9/3/-9/4/-9/4/-10/,8,6.601728,8.221329,9,5,0.000000,6.966238,53.062725,0/-16/1/-16/,0/-16/1/-16/-1/-16/,N,20.944447,36.738701,0,37,9
6,-175.000000,225.000000,-8/5/8/-1/N/N/,-8/5/-7/5/-7/4/-6/4/-5/4/-4/4/-4/3/-3/3/-2/3/-1/3/-1/2/-1/1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/8/-1/,8,6.601728,6.933898,9,5,0.000000,11.884519,83.592819,-5/4/-6/4/-7/4/-7/5/-8/5/,-5/4/-8/5/-4/4/,N,31.171261,55.263779,0,785,9
6,-175.000000,75.000000,-4/1/0/2/N/N/,-4/1/-4/0/-3/0/-2/0/-1/0/-1/1/-1/2/0/2/,8,11.620672,14.452156,6,1,4.283184,6.676662,66.071114,N,-4/1/-4/1/-4/1/,N,56.469360,60.950142,0,53,6
6,325.000000,375.000000,0/5/6/6/N/N/,0/5/0/6/0/7/1/7/2/7/3/7/4/7/5/7/6/7/6/6/,8,8.199984,15.750921,8,5,0.000000,6.596743,99.509796,6/6/,6/6/6/6/6/7/,N,24.695023,59.741180,0,1346,8
6,75.000000,-425.000000,1/-9/16/-4/N/N/,1/-9/2/-9/3/-9/4/-9/5/-9/6/-9/7/-9/7/-8/8/-8/9/-8/10/-8/10/-7/10/-6/11/-6/11/-5/11/-4/11/-3/12/-3/13/-3/14/-3/15/-3/16/-3/16/-4/,8,12.459488,17.237970,5,1,5.092416,6.041895,89.063187,N,1/-9/1/-9/1/-9/,N,14.315935,31.792854,0,4,5
6,-375.000000,75.000000,-8/1/-2/5/N/N/,-8/1/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/-1/1/-1/2/-1/3/-1/4/-1/5/-2/5/,8,21.783730,23.846727,4,1,0.000000,5.301940,86.819199,N,-8/1/-8/1/-8/1/,N,12.459488,34.796654,1,41,5
6,525.000000,-375.000000,-8/-13/10/-12/N/N/,-8/-13/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/0/-10/1/-10/2/-10/2/-9/3/-9/4/-9/5/-9/6/-9/7/-9/7/-8/8/-8/9/-8/10/-8/10/-9/10/-10/10/-11/10/-12/,8,2.518480,12.209558,9,5,0.000000,5.347397,85.285294,9/-8/8/-8/7/-8/7/-9/6/-9/5/-9/4/-9/3/-9/2/-9/2/-10/1/-10/0/-10/-1/-10/-1/-11/-1/-12/-2/-12/-3/-12/-4/-12/-5/-12/-6/-12/-7/-12/-8/-12/-8/-13/,9/-8/-8/-13/10/-8/,N,55.956463,65.968597,0,56,9
6,25.000000,275.000000,0/5/1/10/N/N/,0/5/0/6/-1/6/-1/7/-1/8/-1/9/-1/10/-1/11/0/11/1/11/1/10/,8,1.571424,20.076284,6,5,0.000000,5.994945,60.520657,0/6/-1/6/-1/7/-1/8/-1/9/-1/10/-1/11/0/11/1/11/1/10/,0/6/1/10/0/5/,N,11.620672,30.048388,1,37,7
6,975.000000,-425.000000,-18/4/17/-13/12/-6/,-18/4/-18/3/-17/3/-16/3/-15/3/-14/3/-13/3/-13/2/-12/2/-12/1/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/11/-1/11/-2/11/-3/11/-4/12/-4/13/-4/14/-4/14/-5/15/-5/16/-5/17/-5/18/-5/18/-6/18/-7/18/-8/19/-8/19/-9/19/-10/19/-11/19/-12/19/-13/18/-13/17/-13/,8,0.000000,6.973921,8,5,0.000000,8.743647,75.691902,19/-8/18/-8/18/-7/18/-6/18/-5/17/-5/16/-5/15/-5/14/-5/14/-4/13/-4/12/-4/11/-4/11/-5/11/-6/12/-6/,19/-8/12/-6/19/-9/,N,5.911536,74.670074,1,112,8
6,-475.000000,25.000000,-8/1/-12/-9/N/N/,-8/1/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-11/-9/-12/-9/,8,4.283184,18.282948,9,5,0.000000,4.685231,52.525936,-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-11/-9/-12/-9/,-11/0/-12/-9/-10/0/,N,28.141102,42.988747,0,51,9
6,975.000000,-425.000000,-18/4/17/-13/N/N/,-18/4/-18/3/-17/3/-16/3/-15/3/-14/3/-13/3/-13/2/-12/2/-12/1/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/11/-1/11/-2/11/-3/11/-4/12/-4/13/-4/14/-4/14/-5/15/-5/16/-5/17/-5/18/-5/18/-6/18/-7/18/-8/19/-8/19/-9/19/-10/19/-11/19/-12/19/-13/18/-13/17/-13/,8,0.799088,7.186655,10,5,0.000000,9.832905,62.424358,19/-8/18/-8/18/-7/18/-6/18/-5/17/-5/16/-5/15/-5/14/-5/14/-4/13/-4/12/-4/11/-4/11/-3/11/-2/11/-1/11/0/10/0/9/0/8/0/7/0/6/0/5/0/4/0/3/0/2/0/1/0/0/0/-1/0/-2/0/-3/0/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-12/0/-12/1/-12/2/-13/2/-13/3/-14/3/-15/3/-16/3/-17/3/-18/3/-18/4/,19/-8/-18/4/19/-9/,N,53.680927,56.316338,1,51,10
6,-425.000000,25.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,8.199984,23.492420,6,5,0.000000,10.327785,55.415161,-9/1/,-9/1/-9/1/-9/0/,N,20.944447,39.007446,1,34,7
6,25.000000,275.000000,0/5/6/6/N/N/,0/5/0/6/0/7/1/7/2/7/3/7/4/7/5/7/6/7/6/6/,8,17.741104,20.538073,8,1,4.283184,4.415322,67.351860,N,0/5/0/5/0/5/,N,19.236591,36.360657,0,25,8
6,-325.000000,25.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,13.301840,15.895051,8,5,0.000000,8.830944,51.686348,-6/0/-5/0/-4/0/-4/1/,-6/0/-4/1/-7/0/,N,14.676672,43.065674,1,40,9
6,975.000000,-575.000000,-18/4/17/-13/11/-8/,-18/4/-18/3/-17/3/-16/3/-15/3/-14/3/-13/3/-13/2/-12/2/-12/1/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/11/-1/11/-2/11/-3/11/-4/12/-4/13/-4/14/-4/14/-5/15/-5/16/-5/17/-5/18/-5/18/-6/18/-7/18/-8/19/-8/19/-9/19/-10/19/-11/19/-12/19/-13/18/-13/17/-13/,8,5.911536,6.039557,7,5,0.000000,4.042505,89.057343,19/-11/19/-10/19/-9/19/-8/18/-8/18/-7/18/-6/18/-5/17/-5/16/-5/15/-5/14/-5/14/-4/13/-4/12/-4/11/-4/11/-5/11/-6/10/-6/10/-7/10/-8/11/-8/,19/-11/11/-8/19/-12/,N,3.407376,75.116409,1,205,7
6,-175.000000,75.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,13.301840,13.426632,9,1,5.092416,5.669555,88.980408,N,-4/1/-4/1/-4/1/,N,29.357937,45.688446,1,44,9
6,-275.000000,-575.000000,-8/-13/1/-9/N/N/,-8/-13/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/0/-10/1/-10/1/-9/,8,16.931520,19.230408,6,5,0.000000,6.650979,71.695168,-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/0/-10/1/-10/1/-9/,-5/-12/1/-9/-6/-12/,N,32.144348,81.496689,0,1526,6
6,-375.000000,25.000000,-6/-1/-12/-4/N/N/,-6/-1/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-12/-4/,8,8.199984,9.863093,6,5,0.000000,11.029958,50.120384,-7/0/-6/0/-6/-1/,-7/0/-6/-1/-8/0/,N,36.528252,42.153843,1,46,6
6,225.000000,-575.000000,4/-12/8/-7/N/N/,4/-12/5/-12/6/-12/6/-11/6/-10/6/-9/7/-9/7/-8/8/-8/8/-7/,8,13.301840,14.594201,8,1,3.407376,8.227753,52.435753,N,4/-12/4/-12/4/-12/,N,27.236767,28.837040,0,4,8
6,-525.000000,-325.000000,-27/6/15/-23/N/N/,-27/6/-26/6/-26/5/-26/4/-26/3/-25/3/-24/3/-23/3/-22/3/-21/3/-20/3/-19/3/-18/3/-17/3/-16/3/-15/3/-14/3/-13/3/-13/2/-12/2/-12/1/-12/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-11/-9/-11/-10/-11/-11/-12/-11/-12/-12/-12/-13/-12/-14/-11/-14/-11/-15/-10/-15/-10/-16/-10/-17/-9/-17/-9/-18/-8/-18/-8/-19/-7/-19/-6/-19/-6/-20/-5/-20/-5/-21/-4/-21/-4/-22/-3/-22/-2/-22/-1/-22/-1/-23/-1/-24/0/-24/1/-24/2/-24/3/-24/4/-24/5/-24/6/-24/7/-24/8/-24/9/-24/10/-24/11/-24/12/-24/13/-24/14/-24/15/-24/15/-23/,8,4.283184,9.423487,7,5,0.000000,6.884156,62.945320,-11/-6/-11/-5/-11/-4/-11/-3/-11/-2/-11/-1/-11/0/-12/0/-12/1/-12/2/-12/3/-13/3/-14/3/-15/3/-16/3/-17/3/-18/3/-19/3/-20/3/-21/3/-22/3/-23/3/-24/3/-25/3/-26/3/-26/4/-26/5/-26/6/-27/6/,-11/-6/-27/6/-11/-7/,N,49.527931,60.112534,0,203,7
6,-525.000000,-125.000000,-6/-1/-12/-4/N/N/,-6/-1/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-12/-4/,8,9.968512,11.312251,7,5,0.000000,5.193544,85.698410,-11/-4/-12/-4/,-11/-4/-12/-4/-11/-3/,N,14.315935,19.018612,1,43,9
6,-425.000000,75.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,12.459488,18.357895,9,2,2.518480,6.717787,94.293571,N,-9/1/-9/1/-9/1/,N,36.466843,69.345886,0,17,9
6,-575.000000,-175.000000,-6/-1/-12/-4/N/N/,-6/-1/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-12/-4/,8,14.315935,14.693186,6,2,4.283184,6.666949,94.838341,N,-12/-4/-12/-4/-12/-4/,N,16.742672,32.737610,1,39,6
6,325.000000,-575.000000,4/-12/8/-7/N/N/,4/-12/5/-12/6/-12/6/-11/6/-10/6/-9/7/-9/7/-8/8/-8/8/-7/,8,3.407376,13.490818,6,5,0.000000,4.795220,51.285210,5/-12/4/-12/,5/-12/4/-12/6/-12/,N,2.518480,16.042164,1,6,6
6,-575.000000,-175.000000,-6/-1/-12/-4/N/N/,-6/-1/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-12/-4/,8,6.601728,9.193811,5,2,3.407376,4.116563,60.450157,N,-12/-4/-12/-4/-12/-4/,N,29.718285,80.363609,0,431,5
6,-325.000000,25.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,7.336016,16.482601,5,5,0.000000,10.107208,51.868629,-8/0/-9/0/-9/1/,-8/0/-9/1/-7/0/,N,4.283184,53.737637,1,47,6
6,-375.000000,25.000000,-4/1/-9/1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/1/,8,0.000000,13.223551,10,5,0.000000,11.266867,68.039917,-7/0/-6/0/-5/0/-4/0/-4/1/,-7/0/-4/1/-8/0/,N,38.055695,80.279297,1,24,10
